Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
93,41.0,16.0,4.0,2023-04-04,108901.6429,319200.0
97,57.0,13.0,20.0,2023-11-26,206794.2805,3724000.0
104,7.0,19.0,9.0,2022-09-22,96246.31395,952000.0
106,86.0,11.0,1.0,2022-08-28,163097.1939,2822400.0
108,77.0,8.0,3.0,2022-11-06,137641.7615,604800.0
109,75.0,3.0,1.0,2024-10-14,105417.3603,100800.0
111,66.0,8.0,10.0,2022-08-19,151641.7933,1512000.0
112,38.0,9.0,18.0,2021-08-11,101680.8265,2016000.0
113,7.0,13.0,18.0,2021-01-27,191376.3169,3528000.0
114,51.0,10.0,1.0,2024-01-21,84500.05283,985600.0
115,35.0,20.0,12.0,2022-05-04,218875.3519,2464000.0
116,13.0,12.0,17.0,2021-01-12,82159.19112,1428000.0
117,61.0,7.0,9.0,2020-12-01,151139.156,1512000.0
118,54.0,17.0,2.0,2023-03-02,176448.5632,336000.0
119,36.0,20.0,18.0,2022-05-02,224000.0,3808000.0
120,38.0,9.0,6.0,2024-02-06,115681.4137,560000.0
121,70.0,16.0,16.0,2022-11-15,108641.617,1808800.0
123,79.0,6.0,18.0,2020-11-16,183310.2075,3404800.0
124,19.0,15.0,14.0,2024-04-30,92213.84453,1411200.0
125,29.0,17.0,12.0,2020-11-01,170160.1927,1848000.0
128,32.0,7.0,19.0,2023-12-06,144758.7229,2721600.0
133,98.0,3.0,9.0,2024-03-24,97574.64229,806400.0
134,51.0,15.0,3.0,2023-05-02,107741.1306,201600.0
142,49.0,13.0,17.0,2024-05-24,180318.0916,3528000.0
145,78.0,14.0,18.0,2020-11-11,136794.2285,2447200.0
146,82.0,11.0,0.0,2024-05-10,144109.2101,156800.0
148,84.0,4.0,18.0,2023-03-10,126765.3388,2217600.0
149,62.0,12.0,18.0,2021-10-30,85902.82884,1546250.92
150,80.0,12.0,21.0,2024-01-09,87207.89869,1680000.0
151,71.0,17.0,9.0,2021-10-09,170989.5337,1538905.8
152,14.0,13.0,9.0,2024-01-11,208430.227,1764000.0
153,53.0,14.0,5.0,2024-08-01,118864.34,772800.0
154,90.0,20.0,9.0,2024-03-23,207435.3058,2240000.0
156,17.0,2.0,1.0,2024-09-08,154201.4338,3360000.0
159,95.0,3.0,6.0,2023-06-18,110717.1027,504000.0
160,55.0,11.0,4.0,2023-10-19,162599.6372,470400.0
164,57.0,16.0,5.0,2023-06-25,96094.05736,532000.0
167,80.0,9.0,15.0,2024-01-10,106817.0972,1568000.0
168,37.0,14.0,5.0,2021-02-05,141345.3136,515200.0
170,75.0,2.0,8.0,2024-10-03,183736.9739,1344000.0
172,68.0,2.0,3.0,2023-06-10,157598.6137,504000.0
175,16.0,17.0,3.0,2023-09-15,172265.8033,672000.0
176,90.0,1.0,6.0,2023-12-28,136282.2195,980000.0
180,80.0,16.0,20.0,2022-05-22,115386.7734,2021600.0
182,37.0,16.0,13.0,2021-08-28,108594.7934,1411732.31
183,26.0,11.0,3.0,2022-10-10,154776.3162,627200.0
186,91.0,2.0,1.0,2021-02-16,169460.6128,840000.0
191,92.0,14.0,1.0,2022-04-10,134999.098,1932000.0
192,57.0,11.0,9.0,2023-04-07,170576.6158,1254400.0
193,91.0,3.0,21.0,2023-05-11,100800.0,2016000.0
194,80.0,2.0,1.0,2022-06-13,176375.1495,336000.0
198,19.0,11.0,9.0,2023-09-30,148443.1135,1254400.0
200,82.0,10.0,6.0,2022-05-14,94861.93349,537600.0
201,67.0,14.0,4.0,2022-10-18,128800.0,644000.0
202,24.0,16.0,8.0,2022-01-17,112236.0975,957600.0
203,59.0,18.0,13.0,2021-01-07,142599.7714,1612800.0
204,70.0,8.0,16.0,2021-12-22,151200.0,2268000.0
205,12.0,20.0,8.0,2022-11-27,223852.3445,1792000.0
208,46.0,20.0,16.0,2023-12-10,209254.8011,3360000.0
209,45.0,6.0,1.0,2023-06-14,181652.8525,2867200.0
212,87.0,13.0,16.0,2021-01-23,211328.0593,3332000.0
214,34.0,6.0,7.0,2024-07-14,183081.4094,1254400.0
216,8.0,19.0,19.0,2021-01-14,87326.61401,1808800.0
217,37.0,20.0,2.0,2022-11-09,213890.4179,224000.0
220,74.0,18.0,11.0,2021-02-10,137928.0537,1612800.0
221,33.0,8.0,15.0,2022-07-02,137983.8748,2268000.0
222,6.0,3.0,9.0,2021-10-21,95264.50205,907200.0
223,41.0,8.0,12.0,2021-07-14,138968.3858,1663200.0
224,32.0,3.0,17.0,2021-03-04,93527.21565,1612800.0
226,18.0,16.0,14.0,2023-08-31,113497.5603,1596000.0
227,19.0,14.0,2.0,2024-02-17,128800.0,128800.0
231,78.0,3.0,11.0,2021-06-11,99262.91792,1209600.0
232,40.0,18.0,6.0,2023-07-04,131496.9764,806400.0
233,78.0,2.0,10.0,2024-08-08,158952.8208,1512000.0
234,13.0,8.0,12.0,2024-01-06,142797.921,1663200.0
236,30.0,3.0,10.0,2021-06-13,108277.8522,1008000.0
237,83.0,18.0,4.0,2023-11-30,133002.4178,537600.0
239,96.0,1.0,15.0,2022-07-11,144531.3584,1960000.0
240,27.0,14.0,15.0,2021-09-02,140781.4968,2111722.45
241,24.0,19.0,1.0,2022-11-03,95200.0,95200.0
243,100.0,14.0,6.0,2024-10-16,131782.423,790694.54
244,89.0,7.0,1.0,2022-11-24,142908.6228,1965600.0
247,90.0,18.0,9.0,2022-02-03,128265.1616,1344000.0
249,99.0,3.0,19.0,2021-09-26,90882.30336,1915200.0
250,37.0,17.0,17.0,2024-09-21,172537.1798,2856000.0
253,99.0,6.0,4.0,2022-02-13,179200.0,537600.0
254,81.0,15.0,0.0,2021-07-31,104019.9087,0.0
257,8.0,8.0,19.0,2023-10-07,140193.1514,3024000.0
258,35.0,16.0,13.0,2024-12-08,106400.0,1489600.0
259,96.0,1.0,5.0,2022-09-21,136238.1435,681190.72
262,2.0,13.0,7.0,2021-11-21,177116.5476,1372000.0
263,44.0,18.0,5.0,2021-04-07,134400.0,806400.0
264,5.0,1.0,6.0,2024-01-18,140000.0,980000.0
265,34.0,10.0,20.0,2021-10-18,97942.94379,1792000.0
267,71.0,13.0,13.0,2023-08-15,196000.0,2548000.0
268,68.0,15.0,12.0,2024-08-17,100800.0,1209600.0
270,15.0,12.0,5.0,2022-12-05,78446.14927,504000.0
273,100.0,12.0,1.0,2024-03-19,78146.35487,504000.0
274,2.0,10.0,4.0,2021-07-19,90165.9427,360663.77
276,65.0,6.0,13.0,2023-10-26,169303.0676,2150400.0
278,84.0,2.0,17.0,2023-08-01,171267.9491,2911555.13
285,88.0,19.0,1.0,2021-12-12,92585.62,1808800.0
286,75.0,15.0,3.0,2022-09-03,107770.5472,403200.0
290,96.0,14.0,1.0,2024-03-07,135237.8989,2318400.0
292,97.0,14.0,7.0,2023-07-20,120434.7796,1030400.0
294,80.0,6.0,15.0,2024-01-31,194779.1414,2867200.0
296,68.0,13.0,16.0,2022-11-17,210348.9225,3332000.0
299,10.0,12.0,4.0,2023-09-02,91571.68704,420000.0
301,23.0,8.0,10.0,2024-03-12,165996.905,1512000.0
302,61.0,5.0,8.0,2024-04-11,89666.52192,672000.0
303,64.0,5.0,9.0,2024-10-01,76620.76615,689586.9
304,16.0,19.0,14.0,2021-03-26,102502.1799,1332800.0
305,76.0,14.0,9.0,2021-02-21,137135.5838,1288000.0
306,85.0,9.0,5.0,2022-01-12,117535.7906,448000.0
308,82.0,13.0,11.0,2021-03-05,179863.3495,1960000.0
310,90.0,20.0,2.0,2023-12-15,241461.3728,224000.0
312,57.0,5.0,1.0,2023-12-16,91881.94743,1176000.0
320,93.0,10.0,11.0,2022-10-04,96047.73117,896000.0
321,30.0,15.0,7.0,2022-11-24,109446.5582,705600.0
328,34.0,19.0,1.0,2024-07-18,97158.74183,380800.0
329,41.0,9.0,15.0,2024-05-09,112494.6956,1687420.43
330,23.0,2.0,18.0,2021-02-17,154294.7654,2856000.0
334,60.0,10.0,1.0,2021-02-03,85528.45472,179200.0
336,2.0,5.0,15.0,2021-12-15,85929.97127,1344000.0
338,90.0,9.0,5.0,2023-09-17,116048.8306,672000.0
340,97.0,7.0,14.0,2023-06-03,148783.9944,2116800.0
341,39.0,13.0,17.0,2023-02-18,193698.19,3332000.0
350,74.0,8.0,3.0,2021-05-31,146716.473,302400.0
351,27.0,1.0,12.0,2023-04-03,143468.3781,1721620.54
354,45.0,3.0,19.0,2023-05-10,96333.81672,1814400.0
361,93.0,3.0,20.0,2022-11-16,91156.79418,2016000.0
362,70.0,15.0,13.0,2021-09-02,107991.2787,1310400.0
364,12.0,4.0,1.0,2022-10-11,117303.5696,2464000.0
365,9.0,7.0,12.0,2022-07-21,144951.1779,1814400.0
367,21.0,8.0,9.0,2023-05-04,136598.1696,1512000.0
368,9.0,15.0,4.0,2024-11-10,102926.2132,302400.0
369,23.0,6.0,8.0,2022-01-28,180208.3934,1254400.0
370,75.0,16.0,14.0,2023-04-08,114419.8679,1489600.0
371,60.0,10.0,12.0,2021-09-06,91322.25054,985600.0
373,2.0,9.0,17.0,2023-12-02,106510.0088,1904000.0
377,24.0,17.0,19.0,2021-06-30,183313.3446,3482953.55
378,60.0,6.0,7.0,2023-03-03,190095.192,1433600.0
379,79.0,20.0,13.0,2023-04-03,228690.9448,2912000.0
381,45.0,6.0,14.0,2022-04-16,193178.0431,2688000.0
386,74.0,7.0,18.0,2021-12-11,151200.0,2872800.0
387,83.0,14.0,1.0,2024-01-17,117567.958,1932000.0
390,31.0,18.0,0.0,2024-04-17,145861.4616,134400.0
391,55.0,4.0,8.0,2021-01-07,112858.8955,1108800.0
393,19.0,8.0,16.0,2023-03-17,144748.4718,2419200.0
394,96.0,5.0,8.0,2021-01-27,75705.21119,588000.0
395,81.0,11.0,13.0,2021-10-18,162373.4772,2110855.2
396,73.0,14.0,7.0,2021-10-19,130692.8655,1030400.0
397,3.0,18.0,20.0,2024-02-11,146532.508,2553600.0
398,67.0,19.0,3.0,2024-11-08,85879.18408,190400.0
400,91.0,20.0,1.0,2022-12-23,209887.1151,4032000.0
401,25.0,11.0,10.0,2022-01-02,150549.1287,1724800.0
402,40.0,15.0,17.0,2021-01-25,106473.5576,1814400.0
403,31.0,2.0,1.0,2021-02-27,183010.2689,840000.0
404,3.0,8.0,6.0,2023-10-03,155935.4586,1058400.0
408,77.0,8.0,7.0,2022-06-26,145678.0853,1209600.0
409,7.0,2.0,4.0,2023-03-12,152212.0045,840000.0
411,83.0,14.0,20.0,2022-06-27,141512.8435,2447200.0
413,66.0,6.0,14.0,2022-11-08,195890.999,2688000.0
418,53.0,20.0,18.0,2023-05-08,224935.8619,4032000.0
425,61.0,10.0,9.0,2023-12-08,83380.98747,716800.0
427,50.0,13.0,4.0,2024-09-18,201636.075,588000.0
430,83.0,7.0,4.0,2022-06-05,155287.7947,453600.0
431,35.0,10.0,1.0,2023-06-13,89600.0,1254400.0
432,65.0,7.0,7.0,2023-03-16,158094.6176,1058400.0
433,82.0,10.0,2.0,2022-04-07,85186.25756,179200.0
436,38.0,12.0,5.0,2024-05-06,78457.87538,420000.0
438,25.0,14.0,8.0,2022-07-10,132068.6106,901600.0
440,42.0,9.0,1.0,2022-03-03,101884.5765,1568000.0
442,41.0,12.0,17.0,2022-05-18,82487.52211,1402287.88
443,8.0,13.0,20.0,2022-03-29,190316.3609,3920000.0
446,19.0,15.0,19.0,2021-04-26,102232.3756,1915200.0
450,25.0,7.0,13.0,2023-07-27,139914.7575,1965600.0
452,81.0,9.0,4.0,2022-11-09,115869.6485,560000.0
454,20.0,7.0,17.0,2022-06-12,155678.4645,2721600.0
456,23.0,11.0,11.0,2022-10-31,156800.0,1724800.0
458,44.0,11.0,15.0,2021-10-31,167102.8594,2195200.0
462,70.0,12.0,16.0,2023-08-31,83296.33882,1344000.0
463,84.0,4.0,1.0,2022-04-17,123200.0,1848000.0
465,62.0,7.0,3.0,2022-09-16,163419.6312,604800.0
468,57.0,12.0,3.0,2020-11-21,87951.63783,168000.0
470,31.0,5.0,18.0,2024-04-17,85837.87169,1545081.69
472,99.0,7.0,20.0,2020-11-19,157778.5272,2872800.0
474,65.0,4.0,1.0,2024-10-20,116961.3551,492800.0
475,29.0,7.0,7.0,2021-06-24,144184.9177,1209600.0
477,25.0,15.0,19.0,2022-07-09,110264.6875,1814400.0
485,9.0,9.0,9.0,2021-09-29,121987.6876,1120000.0
487,26.0,11.0,10.0,2021-09-25,156800.0,1411200.0
488,79.0,12.0,15.0,2022-11-15,87081.20916,1260000.0
490,24.0,3.0,1.0,2022-10-02,106247.0682,302400.0
491,80.0,12.0,1.0,2021-01-10,84000.0,1428000.0
494,57.0,10.0,1.0,2022-05-09,83105.38389,896000.0
496,87.0,6.0,9.0,2021-11-09,175814.6388,1433600.0
499,31.0,11.0,1.0,2023-04-03,161628.543,940800.0
501,48.0,12.0,3.0,2024-02-19,92372.44614,336000.0
503,59.0,5.0,6.0,2021-07-20,90295.91143,420000.0
507,10.0,13.0,14.0,2021-10-04,196000.0,2548000.0
508,76.0,13.0,5.0,2023-03-16,190133.4788,1176000.0
510,61.0,2.0,20.0,2023-09-16,168000.0,3192000.0
512,91.0,8.0,11.0,2021-08-14,146295.2525,1663200.0
513,31.0,9.0,12.0,2021-06-15,117519.2107,1232000.0
515,39.0,17.0,16.0,2021-07-09,168000.0,2688000.0
516,97.0,18.0,6.0,2024-03-12,126969.7232,806400.0
517,4.0,12.0,11.0,2022-08-11,84000.0,924000.0
518,73.0,7.0,18.0,2021-07-03,150348.3273,2570400.0
521,44.0,16.0,17.0,2022-06-07,100948.7978,1915200.0
526,38.0,20.0,13.0,2023-02-10,229308.2764,3136000.0
527,30.0,10.0,7.0,2023-11-21,89239.94817,716800.0
529,75.0,20.0,14.0,2022-03-11,222857.5721,3136000.0
531,52.0,19.0,13.0,2021-02-09,103924.4858,1142400.0
532,72.0,3.0,2.0,2024-04-28,101232.0069,201600.0
534,37.0,9.0,5.0,2024-11-10,121950.7617,672000.0
540,37.0,12.0,2.0,2022-10-29,76938.44576,252000.0
544,46.0,12.0,8.0,2021-04-08,77452.67246,588000.0
546,71.0,13.0,18.0,2022-09-30,208697.621,3756557.18
548,42.0,9.0,1.0,2023-08-20,113423.2552,112000.0
550,26.0,15.0,17.0,2023-01-15,98507.66157,1612800.0
552,60.0,4.0,14.0,2022-12-20,117183.6731,1601600.0
553,5.0,14.0,8.0,2022-06-26,124308.0118,1159200.0
554,98.0,2.0,4.0,2024-07-19,172417.0777,672000.0
555,99.0,1.0,1.0,2023-06-10,127316.3671,1120000.0
562,87.0,10.0,6.0,2023-05-08,87740.00314,537600.0
563,65.0,7.0,19.0,2020-12-17,162536.636,3024000.0
567,95.0,10.0,1.0,2023-05-01,90668.85029,896000.0
570,81.0,4.0,8.0,2021-12-24,122170.7771,862400.0
572,47.0,5.0,1.0,2022-05-03,78413.05735,168000.0
574,71.0,11.0,10.0,2024-04-07,158075.9371,1724800.0
575,18.0,3.0,7.0,2023-07-11,101028.6591,705600.0
577,66.0,17.0,3.0,2020-11-16,176768.5496,336000.0
579,41.0,1.0,9.0,2022-04-12,152410.8666,1260000.0
584,27.0,11.0,7.0,2023-12-25,153991.9855,1254400.0
585,7.0,1.0,1.0,2022-02-18,150103.5617,1400000.0
588,5.0,4.0,4.0,2022-12-21,130001.6592,369600.0
590,61.0,8.0,10.0,2024-09-05,160076.451,1512000.0
592,98.0,3.0,21.0,2021-03-20,109976.0894,2016000.0
595,52.0,7.0,12.0,2021-10-15,149191.7958,1814400.0
596,8.0,10.0,6.0,2021-11-24,87711.45822,448000.0
597,5.0,20.0,12.0,2021-08-15,211476.8069,2537721.68
600,76.0,5.0,12.0,2023-04-08,82466.55601,1092000.0
604,18.0,18.0,1.0,2022-08-08,134469.4326,134400.0
605,66.0,11.0,20.0,2024-03-10,145932.4611,3136000.0
606,25.0,13.0,15.0,2023-04-07,196614.0279,2949210.42
607,5.0,3.0,0.0,2023-09-11,95380.0542,0.0
608,78.0,15.0,18.0,2022-04-15,98763.04548,1713600.0
610,10.0,18.0,9.0,2023-09-23,134400.0,1075200.0
612,25.0,13.0,13.0,2024-05-19,206668.5991,2744000.0
617,3.0,16.0,4.0,2023-03-16,105112.5461,425600.0
619,48.0,1.0,12.0,2024-08-04,149596.1794,1820000.0
623,29.0,2.0,1.0,2023-02-15,168214.2096,168214.21
624,35.0,4.0,17.0,2024-11-09,130939.2761,2094400.0
625,85.0,10.0,14.0,2022-02-18,89600.0,1164800.0
626,60.0,3.0,5.0,2023-07-11,91779.77623,604800.0
627,98.0,13.0,16.0,2022-06-19,199048.5199,2940000.0
628,53.0,1.0,12.0,2023-04-28,145825.9724,1680000.0
632,86.0,16.0,17.0,2020-10-31,100844.1311,1714350.23
633,77.0,3.0,15.0,2021-02-09,102206.2166,1512000.0
635,84.0,3.0,11.0,2023-09-21,96519.47485,1108800.0
636,75.0,11.0,13.0,2023-08-11,169947.9683,2195200.0
637,20.0,13.0,1.0,2023-07-04,185011.6913,185011.69
644,92.0,3.0,2.0,2022-09-28,106745.7285,213491.46
645,67.0,20.0,2.0,2022-04-08,214481.2811,672000.0
646,11.0,2.0,14.0,2022-03-14,153028.1938,2520000.0
649,70.0,12.0,7.0,2024-07-13,84000.0,672000.0
651,74.0,9.0,15.0,2024-06-03,101538.0483,1568000.0
653,35.0,2.0,20.0,2024-07-28,162666.3747,3192000.0
655,26.0,10.0,10.0,2023-08-28,92322.00333,985600.0
656,54.0,2.0,18.0,2020-11-17,168000.0,3192000.0
657,89.0,4.0,19.0,2021-08-25,117534.1048,2464000.0
660,94.0,19.0,4.0,2021-07-17,86249.61159,476000.0
661,85.0,12.0,15.0,2024-08-18,87804.2773,1176000.0
664,7.0,4.0,8.0,2024-03-10,123698.0052,1108800.0
665,92.0,11.0,4.0,2023-01-14,141385.2881,784000.0
667,100.0,18.0,11.0,2021-01-20,145879.8702,1604678.57
668,64.0,15.0,9.0,2021-02-05,109712.0761,806400.0
670,3.0,8.0,12.0,2024-04-03,147153.4021,1814400.0
671,81.0,8.0,10.0,2023-09-03,152105.4781,1663200.0
677,49.0,6.0,16.0,2023-04-16,173814.0616,2688000.0
682,41.0,18.0,19.0,2022-05-07,125844.2772,2688000.0
683,24.0,2.0,4.0,2022-05-09,169809.9782,504000.0
686,92.0,10.0,10.0,2024-02-01,83092.57666,985600.0
689,79.0,9.0,18.0,2023-01-29,113288.3624,2128000.0
691,13.0,1.0,5.0,2022-01-25,141296.8993,840000.0
693,80.0,14.0,4.0,2022-03-18,117496.8921,515200.0
694,57.0,17.0,1.0,2021-05-31,177391.6159,672000.0
699,57.0,17.0,8.0,2022-10-19,178910.4696,1512000.0
700,49.0,5.0,19.0,2022-09-27,81505.74837,1680000.0
701,37.0,16.0,0.0,2022-12-12,108882.2992,106400.0
702,36.0,2.0,14.0,2024-03-05,171159.1933,2352000.0
703,3.0,6.0,12.0,2022-02-11,165611.8163,2150400.0
704,85.0,6.0,11.0,2021-06-13,184991.8782,1971200.0
705,8.0,15.0,16.0,2022-04-03,95671.38923,1512000.0
706,87.0,7.0,2.0,2024-07-20,165775.6871,453600.0
707,21.0,17.0,13.0,2021-05-20,151797.4124,2016000.0
708,6.0,19.0,1.0,2023-01-10,95200.0,1808800.0
711,68.0,18.0,1.0,2023-02-03,125724.3182,1209600.0
714,98.0,17.0,11.0,2023-02-05,154712.0224,2016000.0
715,6.0,9.0,18.0,2022-05-11,111382.0428,2128000.0
719,81.0,4.0,18.0,2024-05-13,116961.5895,2340800.0
720,7.0,13.0,8.0,2024-04-19,185407.6438,1372000.0
723,56.0,15.0,1.0,2021-04-29,107590.7107,1915200.0
725,22.0,12.0,7.0,2024-10-20,77985.14107,588000.0
728,29.0,1.0,1.0,2024-05-14,140444.1316,2800000.0
729,9.0,12.0,19.0,2022-11-10,86887.54081,1596000.0
730,17.0,8.0,20.0,2021-04-01,162452.7705,3024000.0
732,85.0,18.0,18.0,2024-01-30,122249.9349,2284800.0
733,93.0,3.0,9.0,2021-12-21,102302.4753,920722.28
740,45.0,9.0,17.0,2021-06-22,108973.6773,2016000.0
741,78.0,17.0,2.0,2023-12-22,180553.9065,504000.0
742,9.0,18.0,11.0,2024-06-05,129600.4545,1425605.0
746,37.0,14.0,13.0,2023-09-10,137907.2606,1674400.0
747,42.0,18.0,0.0,2022-03-16,141543.4843,134400.0
748,51.0,4.0,18.0,2022-09-10,122526.9257,2094400.0
750,93.0,11.0,1.0,2024-04-04,155680.0268,470400.0
751,48.0,15.0,20.0,2021-08-17,106533.9455,2016000.0
752,58.0,20.0,6.0,2022-05-21,208968.455,1568000.0
753,86.0,2.0,11.0,2021-08-19,178566.9573,2016000.0
754,90.0,20.0,19.0,2023-11-04,207109.1856,4480000.0
756,91.0,14.0,17.0,2021-07-21,139000.462,2060800.0
757,41.0,13.0,21.0,2023-06-12,205361.5167,3920000.0
758,51.0,4.0,11.0,2024-07-21,126480.5379,1478400.0
759,10.0,5.0,5.0,2021-06-17,79673.52288,420000.0
762,26.0,15.0,3.0,2022-06-21,92582.75223,403200.0
763,40.0,11.0,3.0,2022-05-13,160793.9265,313600.0
764,49.0,19.0,15.0,2022-11-27,97982.87065,1332800.0
766,41.0,5.0,2.0,2024-01-31,87838.20454,252000.0
768,57.0,15.0,19.0,2022-03-09,98220.45935,2016000.0
771,22.0,5.0,9.0,2023-03-06,85152.87829,672000.0
772,28.0,10.0,3.0,2020-10-12,90636.1782,358400.0
774,4.0,6.0,19.0,2024-03-29,192318.8933,3584000.0
776,68.0,6.0,11.0,2023-12-09,195548.0777,2150400.0
778,13.0,2.0,19.0,2022-12-14,176703.384,3024000.0
782,68.0,2.0,1.0,2023-03-21,157517.1568,840000.0
785,58.0,6.0,10.0,2021-10-21,178855.0333,1971200.0
788,89.0,7.0,3.0,2024-01-17,164231.2821,604800.0
792,95.0,1.0,1.0,2021-10-02,140000.0,1960000.0
795,49.0,7.0,7.0,2023-10-10,143400.391,1209600.0
796,24.0,5.0,10.0,2021-11-26,83330.60809,833306.08
797,66.0,11.0,20.0,2020-11-01,156800.0,2979200.0
800,62.0,9.0,11.0,2023-11-13,118477.0,1232000.0
804,50.0,17.0,2.0,2021-02-12,168000.0,336000.0
805,87.0,17.0,10.0,2024-05-07,183571.5391,1680000.0
807,40.0,6.0,14.0,2023-02-12,179200.0,2688000.0
809,65.0,20.0,4.0,2022-12-03,240944.3049,672000.0
810,27.0,12.0,7.0,2022-01-30,91355.97926,639491.85
812,8.0,18.0,2.0,2021-11-12,145358.6535,134400.0
813,39.0,5.0,1.0,2024-01-09,83583.23101,1512000.0
815,29.0,10.0,16.0,2022-10-22,80664.82211,1523200.0
816,99.0,10.0,9.0,2022-06-04,89600.0,716800.0
817,99.0,2.0,20.0,2023-04-09,176841.7851,3360000.0
821,80.0,14.0,12.0,2021-08-10,119979.6463,1674400.0
823,61.0,13.0,13.0,2024-03-05,178089.5832,2352000.0
824,40.0,17.0,15.0,2023-05-18,163919.1566,2352000.0
825,52.0,8.0,12.0,2022-02-12,151200.0,1663200.0
827,58.0,5.0,1.0,2022-11-17,86682.50188,1428000.0
829,100.0,19.0,10.0,2023-08-14,93134.28846,1047200.0
830,33.0,12.0,19.0,2021-07-06,75670.2723,1512000.0
832,96.0,15.0,1.0,2023-04-29,107921.6403,1411200.0
833,15.0,12.0,3.0,2021-05-18,88951.82788,252000.0
834,99.0,7.0,18.0,2021-12-07,154249.1649,2872800.0
838,66.0,19.0,14.0,2023-06-16,94865.80041,1237600.0
839,24.0,15.0,2.0,2023-01-10,97090.41014,201600.0
840,85.0,1.0,17.0,2022-03-07,153768.2507,2614060.26
842,40.0,8.0,15.0,2023-06-19,165392.0159,2268000.0
844,52.0,14.0,17.0,2024-03-19,139401.3896,2369823.62
847,57.0,11.0,12.0,2021-12-10,154171.4652,1850057.58
850,79.0,16.0,15.0,2022-11-07,113270.1889,1702400.0
851,17.0,9.0,15.0,2023-10-19,102265.4811,1568000.0
852,24.0,7.0,1.0,2022-10-03,164802.3462,302400.0
855,35.0,19.0,4.0,2021-07-13,92063.56139,476000.0
858,46.0,11.0,8.0,2022-09-06,154740.2658,1254400.0
860,50.0,12.0,9.0,2021-06-01,82858.75085,756000.0
861,34.0,12.0,2.0,2021-05-21,91175.5154,168000.0
862,14.0,15.0,14.0,2021-09-10,94110.56949,1310400.0
864,99.0,1.0,2.0,2023-04-27,129359.6835,280000.0
868,50.0,1.0,17.0,2021-06-15,153342.9913,2240000.0
869,40.0,8.0,15.0,2021-02-20,161410.3716,2419200.0
872,72.0,20.0,8.0,2021-06-15,220291.6592,1762333.27
882,35.0,6.0,19.0,2021-03-16,167024.6031,3404800.0
883,33.0,6.0,15.0,2021-01-30,179200.0,2508800.0
884,45.0,18.0,1.0,2021-10-07,132128.6595,1209600.0
886,33.0,12.0,2.0,2022-05-01,86766.1197,84000.0
